sep=;
"Time";"GrossWeight";"NetWeight";"TareWeight";"CastingRate";"Position"
"2022-12-07 18:10:00";48.75;0;46.15;0;0
"2022-12-07 18:11:10";48.75;0;46.15;0;0
"2022-12-07 18:12:20";48.75;0;46.15;0;0
"2022-12-07 18:13:30";48.75;0;46.15;0;0
"2022-12-07 18:14:40";48.75;0;46.15;0;0
"2022-12-07 18:15:50";48.75;0;46.15;0;0
"2022-12-07 18:17:00";48.75;0;46.15;0;0
"2022-12-07 18:18:10";48.75;0;46.15;0;0
"2022-12-07 18:19:20";48.75;0;46.15;0;0
"2022-12-07 18:20:30";48.75;0;46.15;0;0
"2022-12-07 18:21:40";48.75;0;46.15;0;0
"2022-12-07 18:22:50";48.75;0;46.15;0;0
"2022-12-07 18:24:00";48.75;0;46.15;0;0
"2022-12-07 18:25:10";48.75;0;46.15;0;0
"2022-12-07 18:26:20";48.75;0;46.15;0;0
"2022-12-07 18:27:30";48.75;0;46.15;0;0
"2022-12-07 18:28:40";48.75;0;46.15;0;0
"2022-12-07 18:29:50";48.75;0;46.15;0;0
"2022-12-07 18:31:00";48.75;0;46.15;0;0
"2022-12-07 18:32:10";48.75;0;46.15;0;0
"2022-12-07 18:33:20";48.75;0;46.15;0;0
"2022-12-07 18:34:30";48.75;0;46.15;0;0
"2022-12-07 18:35:40";48.75;0;46.15;0;0
"2022-12-07 18:36:50";48.75;0;46.15;0;0
"2022-12-07 18:38:00";48.75;0;46.15;0;0
"2022-12-07 18:39:10";48.75;0;46.15;0;0
"2022-12-07 18:40:20";48.75;0;46.15;0;0
"2022-12-07 18:41:30";48.75;0;46.15;0;0
"2022-12-07 18:42:40";48.75;0;46.15;0;0
"2022-12-07 18:43:50";48.75;0;46.15;0;0
"2022-12-07 18:45:00";48.75;0;46.15;0;0
"2022-12-07 18:46:10";48.75;0;46.15;0;0
"2022-12-07 18:47:20";48.75;0;46.15;0;0
"2022-12-07 18:48:30";48.75;0;46.15;0;0
"2022-12-07 18:49:40";48.75;0;46.15;0;0
"2022-12-07 18:50:50";48.75;0;46.15;0;0
"2022-12-07 18:52:00";48.75;0;46.15;0;0
"2022-12-07 18:53:10";48.75;0;46.15;0;0
"2022-12-07 18:54:20";48.75;0;46.15;0;0
"2022-12-07 18:55:30";48.75;0;46.15;0;0
"2022-12-07 18:56:40";48.75;0;46.15;0;0
"2022-12-07 18:57:50";48.75;0;46.15;0;0
"2022-12-07 18:59:00";48.75;0;46.15;0;0
"2022-12-07 19:00:10";48.75;0;46.15;0;0
"2022-12-07 19:01:20";48.75;0;46.15;0;0
"2022-12-07 19:02:30";48.75;0;46.15;0;0
"2022-12-07 19:03:40";48.75;0;46.15;0;0
"2022-12-07 19:04:50";48.75;0;46.15;0;0
"2022-12-07 19:06:00";48.75;0;46.15;0;0
"2022-12-07 19:07:10";48.75;0;46.15;0;0
"2022-12-07 19:08:20";48.75;0;46.15;0;0
"2022-12-07 19:09:30";48.75;0;46.15;0;0
"2022-12-07 19:10:40";48.75;0;46.15;0;0
"2022-12-07 19:11:50";48.75;0;46.15;0;0
"2022-12-07 19:13:00";48.75;0;46.15;0;0
"2022-12-07 19:14:10";48.75;0;46.15;0;0
"2022-12-07 19:15:20";48.75;0;46.15;0;0
"2022-12-07 19:16:30";48.75;0;46.15;0;0
"2022-12-07 19:17:40";48.75;0;46.15;0;0
"2022-12-07 19:18:50";48.75;0;46.15;0;0
"2022-12-07 19:20:00";48.75;0;46.15;0;0
"2022-12-07 19:21:10";48.75;0;46.15;0;0
"2022-12-07 19:22:20";48.75;0;46.15;0;0
"2022-12-07 19:23:30";48.75;0;46.15;0;0
"2022-12-07 19:24:40";48.75;0;46.15;0;0
"2022-12-07 19:25:50";48.75;0;46.15;0;0
"2022-12-07 19:27:00";48.75;0;46.15;0;0
"2022-12-07 19:28:10";48.75;0;46.15;0;0
"2022-12-07 19:29:20";48.75;0;46.15;0;0
"2022-12-07 19:30:30";48.75;0;46.15;0;0
"2022-12-07 19:31:40";48.75;0;46.15;0;0
"2022-12-07 19:32:50";48.75;0;46.15;0;0
"2022-12-07 19:34:00";48.754;0;46.15;0;0
"2022-12-07 19:35:10";48.75;0;46.15;0;0
"2022-12-07 19:36:20";48.75;0;46.15;0;0
"2022-12-07 19:37:30";48.75;0;46.15;0;0
"2022-12-07 19:38:40";48.75;0;46.15;0;0
"2022-12-07 19:39:50";48.75;0;46.15;0;0
"2022-12-07 19:41:00";48.75;0;46.15;0;0
"2022-12-07 19:42:10";48.75;0;46.15;0;0
"2022-12-07 19:43:20";48.761;0;46.15;0;0
"2022-12-07 19:44:30";48.75;0;46.15;0;0
"2022-12-07 19:45:40";48.75;0;46.15;0;0
"2022-12-07 19:46:50";48.754;0;46.15;0;0
"2022-12-07 19:48:00";48.764;0;46.15;0;0
"2022-12-07 19:49:10";48.754;0;46.15;0;0
"2022-12-07 19:50:20";48.75;0;46.15;0;0
"2022-12-07 19:51:30";48.768;0;46.15;0;0
"2022-12-07 19:52:40";48.779;0;46.15;0;0
"2022-12-07 19:53:50";48.786;0;46.15;0;0
"2022-12-07 19:55:00";48.782;0;46.15;0;0
"2022-12-07 19:56:10";48.793;0;46.15;0;0
"2022-12-07 19:57:20";48.796;0;46.15;0;0
"2022-12-07 19:58:30";48.789;0;46.15;0;0
"2022-12-07 19:59:40";48.793;0;46.15;0;0
"2022-12-07 20:00:50";48.793;0;46.15;0;0
"2022-12-07 20:02:00";48.789;0;46.15;0;0
"2022-12-07 20:03:10";48.796;0;46.15;0;0
"2022-12-07 20:04:20";48.786;0;46.15;0;0
"2022-12-07 20:05:30";48.786;0;46.15;0;0
"2022-12-07 20:06:40";48.782;0;46.15;0;0
"2022-12-07 20:07:50";48.796;0;46.15;0;0
"2022-12-07 20:09:00";48.793;0;46.15;0;0
"2022-12-07 20:10:10";48.8;0;46.15;0;0
"2022-12-07 20:11:20";48.8;0;46.15;0;0
"2022-12-07 20:12:30";48.8;0;46.15;0;0
"2022-12-07 20:13:40";48.8;0;46.15;0;0
"2022-12-07 20:14:50";48.8;0;46.15;0;0
"2022-12-07 20:16:00";48.8;0;46.15;0;0
"2022-12-07 20:17:10";48.8;0;46.15;0;0
"2022-12-07 20:18:20";48.8;0;46.15;0;0
"2022-12-07 20:19:30";48.8;0;46.15;0;0
"2022-12-07 20:20:40";48.8;0;46.15;0;0
"2022-12-07 20:21:50";48.8;0;46.15;0;0
"2022-12-07 20:23:00";48.8;0;46.15;0;0
"2022-12-07 20:24:10";48.8;0;46.15;0;0
"2022-12-07 20:25:20";48.8;0;46.15;0;0
"2022-12-07 20:26:30";48.8;0;46.15;0;0
"2022-12-07 20:27:40";48.8;0;46.15;0;0
"2022-12-07 20:28:50";48.8;0;46.15;0;0
"2022-12-07 20:30:00";48.8;0;46.15;0;0
"2022-12-07 20:31:10";48.8;0;46.15;0;0
"2022-12-07 20:32:20";48.8;0;46.15;0;0
"2022-12-07 20:33:30";48.8;0;46.15;0;0
"2022-12-07 20:34:40";48.8;0;46.15;0;0
"2022-12-07 20:35:50";48.8;0;46.15;0;0
"2022-12-07 20:37:00";48.8;0;46.15;0;0
"2022-12-07 20:38:10";48.8;0;46.15;0;0
"2022-12-07 20:39:20";48.8;0;46.15;0;0
"2022-12-07 20:40:30";48.8;0;46.15;0;0
"2022-12-07 20:41:40";48.8;0;46.15;0;0
"2022-12-07 20:42:50";48.8;0;46.15;0;0
"2022-12-07 20:44:00";48.8;0;46.15;0;0
"2022-12-07 20:45:10";48.8;0;46.15;0;0
"2022-12-07 20:46:20";48.8;0;46.15;0;0
"2022-12-07 20:47:30";48.8;0;46.15;0;0
"2022-12-07 20:48:40";48.8;0;46.15;0;0
"2022-12-07 20:49:50";48.8;0;46.15;0;0
