DateTime,RawMFCData,MFCData,RawPressureData,PressureData,MAPressureData,InputMFCValue,Height
2022-08-24 15:48:24.905865,1519,0.34767681391622796,24902,-0.01242039154650208,-0.01242039154650208,127.5,-0.018
2022-08-24 15:48:25.005861,1520,0.3479056992446784,24929,-0.00909749019607859,-0.00909749019607859,127.5,-0.013
2022-08-24 15:48:25.177833,1487,0.3403524834058137,24850,-0.018820053406576356,-0.018820053406576356,127.5,-0.027
2022-08-24 15:48:25.317865,1496,0.3424124513618677,24903,-0.012297321126115729,-0.012297321126115729,127.5,-0.018
2022-08-24 15:48:25.458782,1382,0.3163195239185168,24943,-0.007374504310673403,-0.007374504310673403,127.5,-0.011
2022-08-24 15:48:25.586788,1528,0.34973678187228197,24821,-0.022389095597772017,-0.022389095597772017,127.5,-0.033
2022-08-24 15:48:25.763077,1456,0.33325703822384983,24828,-0.02152760265506969,-0.02152760265506969,127.5,-0.031
2022-08-24 15:48:25.907038,1463,0.334859235523003,24802,-0.024727433585107362,-0.024727433585107362,127.5,-0.036
2022-08-24 15:48:26.107041,1428,0.32684824902723736,24804,-0.024481292744335192,-0.024481292744335192,127.5,-0.036
2022-08-24 15:48:26.299059,1450,0.33188372625314716,24875,-0.015743292896925037,-0.015743292896925037,127.5,-0.023
2022-08-24 15:48:26.507043,1449,0.3316548409246967,24796,-0.025465856107423336,-0.025465856107423336,127.5,-0.037
2022-08-24 15:48:26.699070,1381,0.31609063859006636,24890,-0.013897236591134565,-0.013897236591134565,127.5,-0.020
2022-08-24 15:48:26.867897,1228,0.2810711833371481,24823,-0.022142954756999848,-0.022142954756999848,127.5,-0.032
2022-08-24 15:48:27.023930,1321,0.30235751888303963,24731,-0.03346543343251698,-0.03346543343251698,127.5,-0.049
2022-08-24 15:48:27.255894,1283,0.29365987640192265,24803,-0.024604363164721012,-0.024604363164721012,127.5,-0.036
2022-08-24 15:48:27.443928,1326,0.30350194552529186,24967,-0.0044208142214084345,-0.0044208142214084345,127.5,-0.006
2022-08-24 15:48:27.623925,1219,0.2790112153810941,24940,-0.007743715571831925,-0.007743715571831925,127.5,-0.011
2022-08-24 15:48:27.755924,1295,0.296406500343328,24891,-0.013774166170748213,-0.013774166170748213,127.5,-0.020
2022-08-24 15:48:27.926525,919,0.21034561684596018,24856,-0.01808163088426038,-0.01808163088426038,127.5,-0.026
2022-08-24 15:48:28.074527,1208,0.2764934767681392,24726,-0.03408078553444714,-0.03408078553444714,127.5,-0.050
2022-08-24 15:48:28.302526,1206,0.2760357061112383,24749,-0.03125016586556799,-0.03125016586556799,127.5,-0.046
2022-08-24 15:48:28.454558,1163,0.2661936369878691,24739,-0.032480870069428305,-0.032480870069428305,127.5,-0.047
2022-08-24 15:48:28.626960,893,0.20439459830624856,24780,-0.02743498283360016,-0.02743498283360016,127.5,-0.040
2022-08-24 15:48:28.754885,1194,0.2732890821698329,24896,-0.013158814068818057,-0.013158814068818057,127.5,-0.019
2022-08-24 15:48:28.898920,1104,0.25268940260929273,24899,-0.012789602807660068,-0.012789602807660068,127.5,-0.019
2022-08-24 15:48:29.022916,988,0.22613870450904094,24751,-0.03100402502479582,-0.03100402502479582,127.5,-0.045
2022-08-24 15:48:29.182884,1240,0.28381780727855344,24787,-0.026573489890897833,-0.026573489890897833,127.5,-0.039
2022-08-24 15:48:29.322885,1024,0.23437857633325704,24843,-0.019681546349279218,-0.019681546349279218,127.5,-0.029
2022-08-24 15:48:29.458916,1143,0.2616159304188601,24792,-0.025958137788967675,-0.025958137788967675,127.5,-0.038
2022-08-24 15:48:29.578918,1084,0.24811169604028382,24744,-0.03186551796749815,-0.03186551796749815,127.5,-0.046
2022-08-24 15:48:29.746891,960,0.21972991531242847,24773,-0.02829647577630249,-0.02829647577630249,127.5,-0.041
2022-08-24 15:48:29.866920,1046,0.23941405355916684,24713,-0.03568070099946598,-0.03568070099946598,127.5,-0.052
2022-08-24 15:48:30.014887,963,0.2204165712977798,24872,-0.01611250415808356,-0.01611250415808356,127.5,-0.023
2022-08-24 15:48:30.154888,1031,0.23598077363241016,24807,-0.02411208148317667,-0.02411208148317667,127.5,-0.035
2022-08-24 15:48:30.322937,1051,0.24055848020141912,24732,-0.03334236301213063,-0.03334236301213063,127.5,-0.049
2022-08-24 15:48:30.580814,972,0.22247653925383382,24902,-0.01242039154650208,-0.01242039154650208,127.5,-0.018
2022-08-24 15:48:30.908340,860,0.19684138246738386,24877,-0.015497152056153402,-0.015497152056153402,127.5,-0.023
2022-08-24 15:48:31.219501,815,0.18654154268711376,24883,-0.014758729533836891,-0.014758729533836891,127.5,-0.021
2022-08-24 15:48:31.521440,850,0.1945525291828794,24783,-0.027065771572442172,-0.027065771572442172,127.5,-0.039
2022-08-24 15:48:31.846496,923,0.21126115815976196,24711,-0.035926841840238144,-0.035926841840238144,127.5,-0.052
2022-08-24 15:48:32.186935,941,0.21538109407186998,24856,-0.01808163088426038,-0.01808163088426038,127.5,-0.026
2022-08-24 15:48:32.440176,766,0.17532616159304187,24935,-0.008359067673762082,-0.008359067673762082,127.5,-0.012
2022-08-24 15:48:32.760533,11877,2.718471046005951,29058,0.49906027557793575,0.49906027557793575,127.5,0.727
2022-08-24 15:48:33.091124,45728,10.46646829938201,46243,2.6140254499122606,2.6140254499122606,127.5,3.807
2022-08-24 15:48:33.389677,49478,11.324788281071182,63282,4.711022342870222,4.711022342870222,127.5,6.860
2022-08-24 15:48:33.675295,34920,7.992675669489586,65535,4.988300000000001,4.988300000000001,127.5,7.264
