DateTime,RawMFCData,MFCData,RawPressureData,PressureData,MAPressureData,InputMFCValue,Height,Weight
2022-10-21 10:39:41.436494,0,0.0,2223,0.019126255371093737,0.019126255371093737,129.92968511158668,0.0278524178987822,1.0030056609255789
2022-10-21 10:39:41.703451,0,0.0,2211,0.007109163574218612,0.007109163574218612,129.92968511158668,0.010352648280498925,0.3703031153299182
2022-10-21 10:39:43.214970,0,0.0,2221,0.017123406738281124,0.017123406738281124,129.92968511158668,0.024935789629068186,0.896965803179217
2022-10-21 10:39:44.457185,2053,4.918478759765625,2223,0.019126255371093737,0.019126255371093737,129.92968511158668,0.0278524178987822,1.0030056609255789
2022-10-21 10:39:45.399109,2046,4.90170849609375,2219,0.015120558105468787,0.015120558105468787,129.92968511158668,0.022019161359354576,0.7911617188250349
2022-10-21 10:39:46.849726,2060,4.935249023437501,2220,0.016121982421874955,0.016121982421874955,129.92968511158668,0.02347747549421138,0.8440342893281051
2022-10-21 10:39:47.810719,2063,4.942436279296875,2232,0.028139074218749803,0.028139074218749803,129.92968511158668,0.04097724511249425,1.4831027165122197
2022-10-21 10:39:48.953329,2069,4.956810791015625,2224,0.020127679687499903,0.020127679687499903,129.92968511158668,0.029310732033639004,1.0561140048208146
2022-10-21 10:39:49.965227,2059,4.932853271484375,2219,0.015120558105468787,0.015120558105468787,129.92968511158668,0.022019161359354576,0.7911617188250349
2022-10-21 10:39:51.113778,2067,4.952019287109376,2220,0.016121982421874955,0.016121982421874955,129.92968511158668,0.02347747549421138,0.8440342893281051
2022-10-21 10:39:52.185043,2066,4.949623535156251,2223,0.019126255371093737,0.019126255371093737,129.92968511158668,0.0278524178987822,1.0030056609255789
2022-10-21 10:39:53.310603,2060,4.935249023437501,2222,0.01812483105468729,0.01812483105468729,129.92968511158668,0.02639410376392499,0.94995626037837
2022-10-21 10:39:54.528674,2068,4.954415039062501,2230,0.026136225585937468,0.026136225585937468,129.92968511158668,0.03806061684278064,1.3760018785011277
2022-10-21 10:39:55.640258,2076,4.9735810546875,2217,0.013117709472656175,0.013117709472656175,129.92968511158668,0.019102533089640564,0.6855934078630038
2022-10-21 10:39:56.854672,2066,4.949623535156251,2220,0.016121982421874955,0.016121982421874955,129.92968511158668,0.02347747549421138,0.8440342893281051
2022-10-21 10:39:57.924528,2065,4.947227783203125,2220,0.016121982421874955,0.016121982421874955,129.92968511158668,0.02347747549421138,0.8440342893281051
2022-10-21 10:39:59.135007,2078,4.978372558593751,2211,0.007109163574218612,0.007109163574218612,129.92968511158668,0.010352648280498925,0.3703031153299182
2022-10-21 10:40:00.233747,2065,4.947227783203125,2221,0.017123406738281124,0.017123406738281124,129.92968511158668,0.024935789629068186,0.896965803179217
2022-10-21 10:40:01.364500,2064,4.944832031250001,2202,-0.0019036552734374532,-0.0019036552734374532,129.92968511158668,-0.0027721789332131254,-0.0986536474769028
2022-10-21 10:40:02.455984,2075,4.9711853027343755,2225,0.021129104003906073,0.021129104003906073,129.92968511158668,0.03076904616849581,1.1092812920640918
2022-10-21 10:40:03.583970,2067,4.952019287109376,2218,0.014119133789062342,0.014119133789062342,129.92968511158668,0.020560847224497365,0.7383480916699913
2022-10-21 10:40:04.734427,2067,4.952019287109376,2201,-0.002905079589843899,-0.002905079589843899,129.92968511158668,-0.004230493068070335,-0.15046523771524278
2022-10-21 10:40:05.837027,2070,4.959206542968751,2221,0.017123406738281124,0.017123406738281124,129.92968511158668,0.024935789629068186,0.896965803179217
2022-10-21 10:40:07.095493,2077,4.975976806640626,2217,0.013117709472656175,0.013117709472656175,129.92968511158668,0.019102533089640564,0.6855934078630038
2022-10-21 10:40:08.152846,2069,4.956810791015625,2206,0.0021020419921874956,0.0021020419921874956,129.92968511158668,0.0030610776062144976,0.10918214695682778
2022-10-21 10:40:09.310716,2068,4.954415039062501,2219,0.015120558105468787,0.015120558105468787,129.92968511158668,0.022019161359354576,0.7911617188250349
2022-10-21 10:40:10.511108,2072,4.963998046875001,2225,0.021129104003906073,0.021129104003906073,129.92968511158668,0.03076904616849581,1.1092812920640918
2022-10-21 10:40:11.540385,2077,4.975976806640626,2210,0.006107739257812444,0.006107739257812444,129.92968511158668,0.00889433414564212,0.3179610349592203
2022-10-21 10:40:12.724505,2071,4.961602294921875,2221,0.017123406738281124,0.017123406738281124,129.92968511158668,0.024935789629068186,0.896965803179217
2022-10-21 10:40:13.872306,2064,4.944832031250001,2217,0.013117709472656175,0.013117709472656175,129.92968511158668,0.019102533089640564,0.6855934078630038
2022-10-21 10:40:15.097406,2070,4.959206542968751,2226,0.02213052832031252,0.02213052832031252,129.92968511158668,0.03222736030335302,1.1625075226554251
2022-10-21 10:40:15.857398,2067,4.952019287109376,2223,0.019126255371093737,0.0012339519594254025,129.92968511158668,0.0017969301870182064,0.0640612094677715
2022-10-21 10:40:17.238197,2064,4.944832031250001,2215,0.01111486083984356,0.001871429951710445,129.92968511158668,0.0027252511310768093,0.09719124567385766
2022-10-21 10:40:18.367009,2071,4.961602294921875,2227,0.023131952636718685,0.0032430765765496866,129.92968511158668,0.004722697796053133,0.16855736435095994
2022-10-21 10:40:19.478548,2064,4.944832031250001,2217,0.013117709472656175,0.003880149666621073,129.92968511158668,0.005650429105316838,0.20174158063985378
2022-10-21 10:40:20.643591,2068,4.954415039062501,2223,0.019126255371093737,0.004863769389490277,129.92968511158668,0.007082815479088797,0.25302375863703047
2022-10-21 10:40:21.805994,2058,4.9304575195312506,2225,0.021129104003906073,0.0059131458162267805,129.92968511158668,0.008610959394534412,0.307796935692996
