DateTime,RawMFCData,MFCData,RawPressureData,PressureData,MAPressureData,InputMFCValue,Height
2022-09-05 10:28:16.142531,2619,0.3996337834744793,24969,0.004107804989700092,0.004107804989700092,135.65272901372487,0.006
2022-09-05 10:28:16.238503,2495,0.3807125963225757,24702,-0.00852208743419558,-0.00852208743419558,135.65272901372487,-0.012
2022-09-05 10:28:16.378532,2922,0.4458686198214694,24939,0.00268871595330733,0.00268871595330733,135.65272901372487,0.004
2022-09-05 10:28:16.491432,2516,0.38391699092088194,24943,0.0028779278248263207,0.0028779278248263207,135.65272901372487,0.004
2022-09-05 10:28:16.655470,3797,0.5793850614175632,25010,0.006047226672770245,0.006047226672770245,135.65272901372487,0.009
2022-09-05 10:28:16.787748,3409,0.5201800564583811,24769,-0.0053527885862516555,-0.0053527885862516555,135.65272901372487,-0.008
2022-09-05 10:28:16.955798,3283,0.5009536888685435,24694,-0.008900511177233561,-0.008900511177233561,135.65272901372487,-0.013
2022-09-05 10:28:17.147767,3743,0.571145189593347,24947,0.0030671396963453113,0.0030671396963453113,135.65272901372487,0.004
2022-09-05 10:28:17.339800,3508,0.5352864881361105,24795,-0.004122911421377884,-0.004122911421377884,135.65272901372487,-0.006
2022-09-05 10:28:17.471801,2264,0.345464255741207,24743,-0.006582665751125427,-0.006582665751125427,135.65272901372487,-0.010
2022-09-05 10:28:17.691764,2421,0.36942092011902034,24976,0.004438925764858492,0.004438925764858492,135.65272901372487,0.006
2022-09-05 10:28:17.867768,3046,0.46478980697337297,24736,-0.006913786526283827,-0.006913786526283827,135.65272901372487,-0.010
2022-09-05 10:28:18.138322,2059,0.3141832608529793,24797,-0.0040283054856185,-0.0040283054856185,135.65272901372487,-0.006
2022-09-05 10:28:18.362321,2453,0.3743038071259632,24724,-0.007481422140840799,-0.007481422140840799,135.65272901372487,-0.011
2022-09-05 10:28:18.618329,1797,0.27420462348363467,24774,-0.005116273746852862,-0.005116273746852862,135.65272901372487,-0.007
2022-09-05 10:28:18.790325,1780,0.2716105897611963,25056,0.008223163195239191,0.008223163195239191,135.65272901372487,0.012
2022-09-05 10:28:18.998328,2895,0.44174868390936134,24910,0.0013169298847943711,0.0013169298847943711,135.65272901372487,0.002
2022-09-05 10:28:19.294349,2604,0.39734493018997474,24667,-0.010177691309987136,-0.010177691309987136,135.65272901372487,-0.015
2022-09-05 10:28:19.558828,3005,0.4585336079957274,24728,-0.007292210269321808,-0.007292210269321808,135.65272901372487,-0.011
2022-09-05 10:28:19.842000,3003,0.45822842755779347,24975,0.004391622796978689,0.004391622796978689,135.65272901372487,0.006
2022-09-05 10:28:20.175428,2931,0.4472419317921721,24681,-0.009515449759670558,-0.009515449759670558,135.65272901372487,-0.014
2022-09-05 10:28:20.456893,1533,0.23392080567635612,24932,0.00235759517814893,0.00235759517814893,135.65272901372487,0.003
2022-09-05 10:28:20.786327,2634,0.40192263675898376,24949,0.0031617456321049175,0.0031617456321049175,135.65272901372487,0.005
2022-09-05 10:28:21.096265,1214,0.18524452582589454,25009,0.005999923704890442,0.005999923704890442,135.65272901372487,0.009
2022-09-05 10:28:21.397257,1194,0.18219272144655527,24681,-0.009515449759670558,-0.009515449759670558,135.65272901372487,-0.014
2022-09-05 10:28:21.689677,1232,0.18799114976729991,25050,0.007939345387960595,0.007939345387960595,135.65272901372487,0.012
2022-09-05 10:28:22.020521,1470,0.22430762188143738,24949,0.0031617456321049175,0.0031617456321049175,135.65272901372487,0.005
2022-09-05 10:28:22.331290,1594,0.24322880903334096,24836,-0.0021834897383079532,-0.0021834897383079532,135.65272901372487,-0.003
2022-09-05 10:28:22.664307,1109,0.16922255283436333,24770,-0.005305485618371852,-0.005305485618371852,135.65272901372487,-0.008
2022-09-05 10:28:22.948251,939,0.1432822156099794,24931,0.002310292210269349,0.002310292210269349,135.65272901372487,0.003
2022-09-05 10:28:23.275535,1450,0.22125581750209808,24913,0.0014588387884335585,0.0014588387884335585,135.65272901372487,0.002
2022-09-05 10:28:23.556679,2037,0.31082627603570606,24939,0.00268871595330733,0.00268871595330733,135.65272901372487,0.004
2022-09-05 10:28:23.870668,1822,0.27801937895780876,24689,-0.009137026016632355,-0.009137026016632355,135.65272901372487,-0.013
2022-09-05 10:28:24.172467,887,0.13534752422369725,24699,-0.008663996337834767,-0.008663996337834767,135.65272901372487,-0.013
2022-09-05 10:28:24.484783,1326,0.20233463035019456,24958,0.003587472343022702,0.003587472343022702,135.65272901372487,0.005
2022-09-05 10:28:24.771409,2069,0.31570916304264895,24825,-0.0027038223849851217,-0.0027038223849851217,135.65272901372487,-0.004
2022-09-05 10:28:25.123868,1580,0.24109254596780347,24996,0.005384985122453667,0.005384985122453667,135.65272901372487,0.008
2022-09-05 10:28:25.386150,1711,0.26108186465247574,24703,-0.008474784466315777,-0.008474784466315777,135.65272901372487,-0.012
2022-09-05 10:28:25.715370,847,0.1292439154650187,24904,0.0010331120775157743,0.0010331120775157743,135.65272901372487,0.002
2022-09-05 10:28:26.011940,750,0.11444266422522315,25030,0.00699328603036542,0.00699328603036542,135.65272901372487,0.010
2022-09-05 10:28:26.340118,698,0.10650797283894103,24696,-0.008805905241474177,-0.008805905241474177,135.65272901372487,-0.013
2022-09-05 10:28:26.640839,1141,0.17410543984130616,24970,0.0041551079575798955,0.0041551079575798955,135.65272901372487,0.006
2022-09-05 10:28:26.950013,629,0.09597924773022048,24989,0.005053864347295267,0.005053864347295267,135.65272901372487,0.007
