DateTime,RawMFCData,MFCData,RawPressureData,PressureData,MAPressureData,InputMFCValue,Height,Weight
2022-10-21 09:07:11.030841,127,0.30426049804687505,2233,-0.008479501464843785,-0.008479501464843785,255,-0.012348189114378601,-0.4377968555009216
2022-10-21 09:07:11.282810,205,0.49112915039062505,2249,0.00754328759765601,0.00754328759765601,255,0.010984837043331893,0.39301206592622606
2022-10-21 09:07:12.805969,4095,9.810604248046875,2558,0.3169834013671871,0.3169834013671871,255,0.4616039047141213,19.397702224515747
2022-10-21 09:07:14.030220,4095,9.810604248046875,2775,0.5342924780273436,0.5342924780273436,255,0.7780580719780743,36.10799384774989
2022-10-21 09:07:14.992215,4095,9.810604248046875,2931,0.6905146713867185,0.6905146713867185,255,1.0055550770157544,49.83582015587082
2022-10-21 09:07:16.061299,4095,9.810604248046875,3018,0.7776385869140626,0.7776385869140626,255,1.1324284067483072,58.11478394971735
2022-10-21 09:07:17.283358,4031,9.657276123046877,3049,0.8086827407226563,0.8086827407226563,255,1.177636144928872,61.17256693798895
2022-10-21 09:07:18.477893,3742,8.964903808593752,3047,0.8066798920898435,0.8066798920898435,255,1.1747195166591575,60.97358125907174
2022-10-21 09:07:19.145378,3190,7.642448730468751,3003,0.7626172221679688,0.7626172221679688,255,1.1105536947254533,56.655546991111805
2022-10-21 09:07:20.262775,1851,4.434536865234375,2845,0.6043921801757809,0.6043921801757809,255,0.8801400614180587,42.09049643148165
2022-10-21 09:07:21.416785,1480,3.5457128906250004,2677,0.43615289501953136,0.43615289501953136,255,0.6351432867620961,28.217711871602013
