DateTime,RawMFCData,MFCData,RawPressureData,PressureData,MAPressureData,InputMFCValue,Height
2022-09-05 12:09:27.871679,175,0.026703288319218737,26359,0.13622491416800167,0.13622491416800167,13.565272901372488,0.198
